,stars,text,sentimentScore
5506704,5,"Amazing place and environment to be in. Went in with my family and I felt very comfortable to be eating at this place. Not only is this place near home, but they had very affordable prices. The server were nice and understanding. Got samosa, vegetable noodles, and fries...all vegan! Will be back sometimes soon. Food was tasty",1
2002586,5,Best food ever made in the south kind it is nice and very good i like it and i ate too much and got round and had a nice time,1
2828792,5,AMAZING!!!!! Best falafel I've had in Philly! Great service as well! The food comes out super fast as well,1
2326302,4,"This is the place that my former co-workers and I would go to for lunch when we wanted to celebrate something, like someone's birthday, because it's fancier and pricier than where we usually got lunch in Elkins Park.  But this place is a great treat once in a while.  First, I like getting a glass of wine with lunch.  Second, the food is really good.  I like their broccoli rabe and sausage sandwich, their crabmeat monte cristo, and, especially, their lobster ravioli.  Good stuff.  The staff is also friendly, and the decor is really nice.",1
6506795,5,"Best meal I had in Florida.... Obviously they have a lot of lobster dishes.  They carry two types of lobster tails.  They also have an early bird special.  I didn't get in on that though.  They close at 9:00PM on Sundays and weekdays.  I had the Neptune platter.  It pretty much has a couple of everything... A couple gulf shrimp, mussels, fish pieces, plus a lobster tail.  You can also get lobster/filet mignon combos.  

It's a little pricey, but it is worth it.  The wait staff was great, there is valet parking and the food is excellent!  I highly recommend it if you are in the area.  

Between 2 of us, it was about $90 without any alcohol.  They do include an automatic 15% gratuity but we doubled that because of the great service.",1
557976,5,Delicious!! Chicken Tikka was amazing. Delivery was fast and efficient. Can't wait to order again!,1
2180950,5,"Went on a Tuesday. Had the shrimp wonton soup, smoked duck breast salad and rack of lamb special. All amazingly plated, delicious and I must note that the chef's use well-sourced ingredients. Service was top notch. I'm a due hard foodie from Brooklyn via San Diego and this place would be a welcome addition to either locale. Recommend for when you're dining alone, on a date or with family. Bring wine, beer or spurts and rock out. Enjoy, salud!",1
6963516,4,"One of my favorite ice cream places in Philadelphia! The ambiance makes the experience so much more special! The ice cream is really creamy and their portions are very generous. It is definitely more pricey than some of the other ice cream places but based on the ambiance, portion size, and flavor you are definitely getting the bank for your buck!",1
6767800,5,Wow the food was absolutely delicious and the service was great too! I came with several friends and we all enjoyed our dishes. The tacos are amazing! There is limited seating but the wait is so worth it!,1
565613,5,Omg best eggplant parm and sauce anywhere. Serving size was enough to bring half home for another meal the next day.  Yum!! Lovely atmosphere friendly staff.,1
5796234,5,"Visiting  Nashville from Los Angeles had the best Breakfast of my life this morning.

This place is Amazing best breakfast anywhere. Biscuits are to die for OMG.

Gentlemen by the name of Eric served our table he was a true professional and courteous.

I highly recommend this place!!!!",1
3565281,5,"I had never been to Arch Rock, but I enjoyed an amazing dinner there.
The atmosphere was trendy and modern. The service was attentive and the drinks were good.
I had the Valentine's Day special, which was lobster and it was cooked very well. My date had the mixed dinner plate, and she especially loved the crab cake and swordfish components.

Very modest happy hour drink prices.
Overall a great experience I would recommend.",1
2657553,5,"Brunch was delicious! I had a hard time choosing what to get, but was very happy with my overall choice! I expected the frittata to be more like a slice of crustless-quiche, but was pleasantly surprised that it was an individual portion & perfectly crispy on both sides. Do not pass on the breakfast potatoes!!! So crispy & loved that they were served with ketchup too. Lastly, I took a chance on the Bubbly Paloma & highly enjoyed it. All of my friends got the mimosas & I have to say it looked a very generous size. Surroundings were rustic & the little shop off to the side was a nice touch with local items & fresh foods. Definitely a place to return to soon!",1
1607128,5,"Sam has done my hair for about 17 years.  I have been every color and style you can imagine, and it always looks great.  She has become a great friend as well as my fav stylist!",1
6243111,5,"Ice Cream is so creamy and so good,  they have really good coffee also
The staff is so nice and friendly,  they also carry ice cream for your furry babies",1
5526083,5,Fat beet Farm is amazing!! You should definitely check them out. The food is delicious!,1
335746,3,"The chicken was good, but not earth shatteringly delicious.  It did the trick on an empty stomach though.",1
3405174,5,I will never go anywhere else to get my nails done. This place is top notch!!!!! Very efficient service in a very relaxed environment!! Staff knows what they are doing!!,1
6253373,5,Looks totally gross on the outside but it is one of the best sushi places I have ever been to. The all you can eat sushi is the best deal! It's delicious and fresh and so so sooooo yummy! The servers are nice and helpful. I would recommend getting there a bit early -- this place is always busy so you may have to wait. But it is worth it!,1
4587231,4,"Amazing food, really big portions, we had a stew for 2....more like a stew for 4. Service was on point. Will come back for sure",1
1729110,3,"I bought a Living Social offer (slightly addicted) for GiGi and was so excited to try it.  The pics looked great and the menu looked amazing.  Turns out those slick copy writers represented GiGi as far more upscale than it is in real life. 

There was no air conditioning on the 90+ degree day that we went, so we opted to sit outside and get eaten alive bugs. The server was great, perky and friendly,  but she had to keep informing of of things not on the menu - we tried to order scallops, then mussels, and both were not available. The food we ordered was decent but not anything to write home (or write yelp) about.

I will say, however, the bartender made GREAT cocktails. The margartias we had with dinner were some of the best I've had, and the Pomengranate Mojitos at the end were a perfect ""dessert"" drink. 

Side note,  the bathroom was also a lil' icky, made more so by the overwhleming heat.  

If I were to return, it would be for happy hour, not dinner. I definitley couldn't justify the $$ with all the other amazing restaurants in the city.",1
631879,5,"I think I've found my new Sunday ritual! This cafe has been on my go-to list for some time, but I haven't made the time. Today, I finally did and had a lovely experience.

I began my visit with an order of White Peach iced tea with four pumps of simple syrup. The barista was pleasant and patient, making the ordering experience easy. My drink was prepared quickly and I sat down for four hours of catch-up work on one of their comfy couches by the window. The music they play here was a wonderful mix of study music, oldies, and instrumental - I loved it! The crowd comes and goes, but the white noise from conversations among the people is just enough to keep you focused without becoming distracting. 

I even posted a quick photo to my Instagram story and tagged them and they liked the photo almost immediately - social media activity is a huge plus for me!

I'll be back for more productive Sunday work catch-ups in the future!",1
6111045,5,"I chose Placer Appliance because of the excellent reviews online.    I made the appointment  for an oven repair with Kenny but someone else came out and did the work.  The work was done at a reasonable price.   However,  I was shocked when I came home from work to find the oven not re-installed correctly and a large gash in the drawer below the oven.   My wife reported to me that the repairman was set to leave without even commenting on the damage he had caused.    After she confronted him, he took a picture and told her he would report it to his boss.   Well,  he never did.   After not hearing anything back from the company, I called Kenny and he came out to see the damage.   He told me he had never heard a thing about the incident  from his employee.   He took the drawer, had it repaired and refinished.    He removed the oven, re-installed it correctly and left everything cleaner and better than it was before.  He also told me he fired the employee.   Wow!   I fully recommend Placer Appliance.    However, one caveat.  Use the phone, as my online and email attempts to contact Kenny were not successful at first.",1
4723211,4,"We decided to go here for restaurant week, and we were pleasantly surprised. I'm not sure why there are so many bad reviews. We got the mussels in white sauce, the eggplant rollatini, the pasta ""sampler"" that they gave, the veal Fontana, and the shrimp risotto. The gnocchi and and ravioli were delicious!! The veal portion was very small, and it was described as veal medallions, but came as cutlets. The risotto was a large portion, and was very tasty. The service was not bad--not over the top but nothing to really complain about either. I like that it is a byob. We sat outside in the newly created area. It's kind of scary with buses and cars driving fast literally right behind you, but at least we're able to eat out. We will definitely go back.",1
134333,5,"So this is a must go and you'll notice just by seeing the line outside! We were a group of 9 and everyone seemed to love their food and its such big portions that you could probably share with someone else. 

Obviously the bummer is waiting in such a big line to get seated but the food and the service is worth it, our waiter (unfortunately I did not catch his name) was so so so nice! 

I will go again on my next visit!",1
2507485,5,"This place is delicious.   Absolutely amazing taco and burrito creations!  They have something for everyone, including vegetarian options. Loving the location and the outdoor seating making it a great stop on any occasion. The Fatman chicken burrito is a favorite of mine as well as the Americano ( a Pork Roll burrito). You can not go wrong with the Mac Daddy or Plain Jane tacos if your more traditional -- All delish ! . So excited to have this place in the neighborhood ! Oh and they also have little treats for the doggies to enjoy as well :)",1
3329348,5,"First timer. I give this place 10/10. Phenomenal pizza, great craft cocktails, service was brilliant and inside was a perfect trendy atmosphere. I only leave reviews if I'm blown away. Shoutout to noble crust.",1
1210395,3,Food took 30-45 million years to come. Guests who were sat after us were given service first. The food came out cold. I was looking forward to this visit but it did not seem like much of an experience. It did not seem like the reviews correlated with the service or food flavor. I asked for scrambled eggs because I have a condition where I cannot have raw egg or meat and my order came out opposite of what I asked. BUT that BISCUIT. I will go back for a biscuit any day. 12/10 biscuit.,1
372693,5,"My family has been going to Lulu's for almost 2 decades now and she never disappoints! I showed her a few pictures of what I wanted done and even told her that I wanted to donate my hair so she tied it nicely and gave me the bundle with no troubles. She even gave her opinion when I asked if the hairstyle would suit me, as other hair stylists that I tried in the past sometimes did not. She did fantastically with my hair, as always!",1
2986253,5,I love this store.   Give me a home with endless rooms and a credit card with no limit and you'll not see me for days! :),1
4891003,5,"Not sure what all the complaints are about.  The cost of the salad bar - same as everywhere else, including the Schnucks down the street.  

What I liked about it:

1. The bakery is great!  They actually make Napoleans with REAL whipped cream.  No fake 'whipped creme' here.  They have pretzel bread.  A really great variety.

2. The general variety of the store is good.  I love my Schnucks and shop there often.  But I do think the variety in this new Dierbergs is more.  There's more variety in the freezer section, in the fresh meats, and in the fresh fruit/vegetable section, that's for sure.

3. The layout is really nice and open.  It has a nice upscale feel.

4. Like Whole Foods, you can make your own peanut butter.  They also offer (HOORAY!) fresh squeezed orange juice.  You can't do that yourself, but they make it every day.  Love that.

5. I LOVE that you can park underground.  I like it when it's ridiculously hot and my car stays shaded and in the winter or rain when my car stays dry.  

6. While I didn't take the time to shop for gifts like the reviewer below, I did notice the health clinic.  I have someone in my family always needing a little something.  We often go to the Walgreens.  This looks like a lovely alternative.  I could actually get some things done while waiting.

Anyway, I love the new Dierbergs.  It's a great addition to West County.",1
4565985,4,"Clean grocery store with lots of selection and sales.

I feel like more and more grocery stores are embracing the Whole Foods model of offering a selection of warm, readymade food and an area where you can enjoy it. In my opinion, this adds a level of sophistication to the grocery store. This Safeway has jumped on that bandwagon. The food may not be the same hoity toity organic, au natural food as what you can find at Whole Foods, but they have a great variety and you definitely can make yourself a healthy meal. The tables are in the front of the Safeway by the cashiers. It isn't right next to the food selection, so don't worry if you don't see it at first glance - it exists.

They also have a cute little gourmet cookies area. There are platters of mini cookies in a display and you can mix and match for $9.99 a lb. How cute it that?

To me, it seems like everything is on sale - meat, cheese, oatmeal, cereal - it's a bit overwhelming. You feel like you're getting a great deal, but it makes me wonder if that means everything that isn't on sale isn't a low price. I literally feel like 75% of the store is on sale. It does succeed at making you walk out of the store feeling like a baller who shopped on the cheap!

They also have a surprisingly substantial organic section. It might not have all the healthy foods you are looking for, but I bet it has a majority of it. 

Another thing that stands out to me about this Safeway is they have cart wipes! No more worries about sticky fingers and germs. 

I found almost everything I needed (randomly they have 93% and 85% lean ground turkey, but not 99%) and even bought some I didn't, because, you know, sale. Overall, I think this is a great place to suit your grocery needs.",1
3463938,5,"Went to mai lee for the first time yesterday on a whim as we were nearby. I am soooo glad I stopped in. We were greeted immediately after walking through the door, asked if we were dining in or taking out. We chose takeout and were given a menu to order at the bar. As soon as we walked over to the bar we were greeted again and told to take our time, order when we were ready. With the pandemic, it meant so much to be acknowledged and told we could take our time and order when we were ready because so many places, due to no fault of their own, make you feel rushed. The service here, outstanding. We were given water, ordered a drink, and placed our food order. Within 10 minutes our order came out accurate and fresh! We opted for the chinese menu since it was our first time, wanting to ease in, but there are so many different options, from vietnamese to chinese, we will have to come back multiple times (which we are definitely excited to do) to try everything! I eventually finished my very gracious full glass of wine and went home to enjoy this meal! HOLY MOLY, it was good. What I appreciated most of all was that it was seasoned, not greasy at all, and so flavorful. The crab rangoon, the low neon, the chicken, the shrimp, everything was fantastic.  I added soy and hot chili sauce because that is my preference but my boyfriend enjoyed his dishes with no additions. Get an egg roll and try mai lee!",1
2513935,4,"Super cute little place. I found it while wandering around looking at some of the incredible sculptures on their block.

While I can't speak to the chocolate, it smelled heavenly. 

I stopped in for breakfast and grabbed a Bacon, Egg and Cheese Sandwich on a Croissant ($6.49) and a Medium Cappuccino ($4.50).

The Croissant was flaky and delicious with a good sized serving of Egg, plenty of Cheese and a few strips of crispy Bacon. Fresh, hot and well made. The Cappuccino wasn't anything fancy - but it was strong and freshly made. 

They offer ice cream, pastry, handmade chocolates and bags of candy and popcorn. The staff was friendly and they offer a good bit of beating both indoors and outside.",1
4562164,5,"We had the BEST dinner of Southern comfort food this evening at Monell's!  We arrived a little after 7 pm and were greeted and seated immediately.  Since this is a family style restaurant, we sat at a table for 12.  Soon we were joined by 3 other couples and the food and conversation began to flow.  We were served fried chicken, fried catfish, bbq ribs, stuffed shells, broccoli salad, cole slaw, collard greens, white beans, corn bread, green beans, escalloped corn, banana pudding, and probably a couple more dishes I overlooked.  Every single dish was perfect!  The staff was friendly and attentive.  We will definitely return the next time we're in Nashville!  Loved it!!",1
1523205,3,"The store is clean, usually well organized, and the prices are great. I actually really like the self checkout system, because you have the option to lower the volume if you want. No, I don't want the computer voice yelling at me, thank you very much! I've also always been impressed with Presidents Choice products. They're usually very good, and if you don't like them, just take them back.",1
4983608,3,Stepped in for just donuts.  The place is really uniquely designed and artsy. I liked the vibe. My friend and i tried the keylime and smores. For 3 to 4 dollar donuts... i didn't think it was worth it. Neither of the donuts were that nice soft texture.  It must have been sitting out for a little while.  The keylime cream was too sweet for me and overwhelming.  The smores was interesting with chocolate and marshmallows on top. I thought that one was better but again... it just want all that special. They looked beautifully made but they tasted just okay.  Ive had better donuts. Their menu however looks very interesting with cereal and grilled cheese sandwiches... maybe others can vouch for those selections with better reviews.,1
5177231,5,We love it here our go to on regular occasion. Love love the fries n crabs. The crab cake is terrible. But the waitresses are always attentive and sweet and our food is always fast.,1
2143409,5,Great food with an atmosphere to match! Parking is an absolute nightmare!! Once you are inside your experience starts. The atmosphere is grand and the food is delicious. The service is exce,1
4162546,4,"Good overall place to get your Vietnamese craving filled.  A very nicely designed large restaurant.  Great for larger groups too.

The food offerings are diverse, although I did not see some of my favorites like papaya salad or the chicken salad.  However, there is lots to choose from.  

When we ate there, they were out of chicken wings app?? Who runs out of chicken wings, it was  little surprising.

The service was great, there was a main waiter, but everyone helps out.  Its a great system and leave any service complaints out.

Food was very well prepared and served in a timely manner.

I have been here before and will be back again.",1
1792923,5,My experience with Monica was great! She was very professional and extremely knowledgeable of the inventory and the areas we were targeting. Very flexible with her time and always had a pleasant attitude. In the end she found us exactly what we were looking for and got us a great deal in a very tough market. I would definitely use her again and I highly recommend her as an agent!,1
1472323,5,"Adobe is one of those jewels of a restaurant that is perfect for vegetarians making plans with non-vegetarians.  Awesome food, a vegetarian menu as extensive as the non-veg, and space for as many people as you can possibly know.

We go regularly for the seitan steak tip appetizer and seitan fajitas.  The chips and salsa are dangerously good, and the tofu salad is nice for an occasional switch-up.

The seitan ""wings"" are good if you can eat super-spicy food.

We're regulars for dinner and had a great time having a party at Adobe this past fall.  They have private rooms for parties from 35 - gigantic.

Service is always excellent and it takes like 2 visits before everyone remembers you, your favorite dishes, and greets you like you're Norm.",1
563526,5,I love me some costco.. this one isn't any different then any other.. they do have the gas station and they do have a car wash which are bonus. There prices seemed to be right inline with all other warehouse stores.. they do have some awesome sales sometimes and the customer service is always amazing. And the best hidden gem is there food court. Pizza and hot dogs for cheap and very good.. and imo the best frozen yogurt I town.,1
3429775,4,"OK, so none of the guys are really there, but their kitchen magic is ever present. I've been a fan for years...a fan of the food and its consistency. I've found the Cool Springs location solid for quality and cleanliness. Yes, it's a franchise and your mileage will vary place-to-place...except (IMNSHO) for the food.

COVID-19's indelible stain is there today in the form of masks, no self-service peanuts or condiments, half-capacity seating, and the awkwardness of finding an available ""twiddle nervous thumbs here"" floor decal as you hope to avoid the occasional irresponsibility of a mask-free customer. (To avoid dealing with such miscreants, the Guys also waive delivery fees during this difficult time.)

The food? If you want a no-frills burger for something to get in your belly, visit a dollar menu at any of the ""all-beef"" or ""impossible"" patty competitors. If you want a full-flavored, fully-cooked, piled with fresh ingredients meal that sticks to your ribs for hours...this is the place for ""regular"" (too much) and ""little"" (right-sized) burger excellence and the best fries on the block. Cost? You'll pay part of the franchise fee with every order, though it's hands-down better than similarly-to-higher priced hipster semi-gourmet competition. The ""little"" burger can also be eaten without need of sundry utensils or chasing ingredients all over your lap.

Here's my can't-go-wrong solution for the problem of ordering too much food: Little Bacon Cheeseburger All-The-Way with BBQ sauce, regular-sized dump of fries (that will feed three people,) and a soft drink (free refills.)",1
6368814,4,"I was only at this hotel for one night but I was completely satisfied. It was quaint, cozy, and comfortable. 

The free continental breakfast had a good variety to choose from.

One setback of this hotel is that it takes approximately 45 minutes to walk to State St. (where all the restaurants and shops are). However, it is a nice walk because you are walking parallel to the beach.",1
5073403,5,"Our experience at Hana Kitchen was phenomenal! The worker, Aliza, was very professional and knowledgeable about the restaurant and menu. She was also very cute ;)",1
5619355,4,"Stayed here for one night with our two kids. Booked one room through priceline. Called and asked for two queen beds and they said yes in two seconds. Parking is only $3. Checked in at three, got a room overlooking the park, view was beautiful. Room was good and very clean. Beds were very comfortable. Walls are NOT soundproof. Its walking distance to the Stearns Wharf. Breakfast is decent,can't complain, but coffee is terrible! Yuck.",1
5610973,5,We have enjoyed Lima pizza for many years! Great pizza and wings! We try other places but keep coming back.,1
5190099,5,"I shopped around town to have 2 massive trees removed and found that Jim and Yvetter not only offered the very best deal (by about 50%!) but also a very personal and friendly service. Absolutely delightful to work with! At the last minute I added more work and they gave me a very good quote for this part as well. They arrived on time, and did a phenomenal job. This is my new go-to company for all tree service issues.
Highly recommendable.",1
3498053,4,"Triumph is the best place in town to grab a beer and some food. The beers are 5-6 bucks, which is about standard for new hope and lambertville. With your beer, you can get some good, local food. The appetizers and burgers are a good value, and the happy hour is great.",1
874387,5,"Sump is pretty great. I had heard rave reviews from a friend in St. Louis - their take was that even though it seemed unreasonably expensive at first glance, Scott, the proprietor, was so passionate about coffee, and made it so well, that you'd come back for more anyway. Yes, it's $5 for a pour over or $3.50 for an espresso. Yes, the vibe isn't the most charming. But let's give it the benefit of the doubt for a minute - it's in an industrial park that was built from the ground up in the last year. Give it a few years, and there might be some more trees around. 

In the meanwhile, one thing is for certain - the coffee is really, really good. Probably the best pour over I've had in Nashville. The baristas were friendly and unpretentious. They clearly care about coffee, but aren't going to stare you down if you wandered in looking for a meal. They'll simply direct you next door to Pastaria, or offer you a pastry (spent a few hours there; actually witnessed this happen). 

They had 4 pour over options during my visit, all brewed with a v60 brewer - a Sumatra Kerinci, Ethiopia Chelbessa, Costa Rica Las Lajas, and an Ecuador La Merced. I opted for the Sumatra, which was surprisingly delicate and a little spicy - a credit to the roaster. I also purchased a 12oz bag of the Ecuador La Merced ($17), so stay tuned for the results of that one. The espresso of the day was the Ethiopian Chelbessa as well. 

I enjoyed Sump's focus on coffee, and really little else. I found it easy to sit and enjoy the coffee and work in the space without distraction. And most of all, the coffee itself was A+. I'll likely be back many, many times.",1
4731887,5,"We were in Tampa for the week and wanted to see our friends that moved to St Petersburg. They were going to meet us in Tampa but my husband got off work earlier than expected so I wanted to explore across the bridge. I asked our friend to pick a place they love since they live here. She said we love hanging out at 3 Daughters so I replied let's do it. 

I love this place. It has everything you could want. I had to start with a beer flight since I enjoy trying new things.   I chose Turtle Red Ale, Brown Lager, Maple Bacon Stout, and Rodbender Red Ale. I liked them all. I then ordered the Beach Blonde Ale. It was my favorite. 

We started with guacamole and queso with chips. They have specials and I love trying specials so that's what I ordered. It was a Cheeseburger Quesadilla. It was delicious. 

There was so much to do here. There is a game room, a big area full of board games, and outdoor games. We will have to come back on our next visit when we have more time to play.",1
6706741,5,"This is a great restaurant in the French Quarter. It used to be in a different location so this is the first time we've dined here since it moved. The atmosphere is a little different just because everything seems so ""new"" compared to the ""lived in"" look of the old place but it's still very nice.

It's definitely more upscale than most places in the Quarter and while there isn't really a dress code (although you can't wear a hat) you might feel under dressed if you stumble in here in your bar hopping garb. 

The food, which is sort of modern Italian, was as excellent as it's always been and everyone in our party really enjoyed their meal. The service was efficient and friendly. 

The bottom line: if you are looking for a more upscale dining experience in the French Quarter with really good food then Irene's is the place for you.",1
4116918,5,This place is legit. Burgers on 4th Ave are back. Much better than what the old place turned into.,1
6823438,5,"This place is wonderful! Came on a Sunday night where there was live music and an awesome vibe. Terry and Whitney went out of their way and voluntarily showed us some kick ass whiskeys out of their very extensive selection. Coming all the way from Cleveland, we were excited to see they had a very reasonable priced Pappy Van Winkle. These guys are great! And the seafood was perfectly seared as well.",1
2207598,5,"First time doing yoga! I absolutely love this place. The instructor Josh was very knowledgeable and inviting, even the whole class was, I had three different people tell me I did a great job and I had no idea who they were. This place is amazing and you should probably go there",1
610208,5,The tour was amazing! Thank you to our tour guy Capt. Dan!,1
3917381,5,The house made flour tortillas are amazing. I would go just for those. The breakfast burrito is also fantastic. We will be back!,1
1769515,5,"Came here during a Saints game - $2 drafts! 

Tried the catfish and shrimp po boy, definitely best i've had so far!",1
6050479,5,The donuts were a lot better than I thought they would be. Excellent service and food. I was actually surprised at all the options that you could choose from. Desserts and regular dining selections. I would definitely recommend this place,1
819161,5,Staying at the Harrah's and read some good reviews about this place. It's definitely a good spot to go to. Wings are bomb! & our bartender Shea was awesome. Would def come here again!,1
1183591,4,"Yum yum yum. Have to say that the cocktails could use some work. A Manhattan apparently is not a thing they can produce, but aside from that wow! So delish. Everything. I would love more bread with the mussels.",1
5740128,4,"Drinks: Phenomenal and really pretty reasonably priced. Delicious, thoughtfully made, creative, and well organized on the menu.

Food: Missing something but priced well. All the ingredients seemed spot on, the individual elements all high quality, but the finished products came across flat and wanting.
(had both varieties of sliders, tots and deviled eggs)

Overall a cool ambiance and fantastic drink spot, though I think the music could be much better curated to match the feel of the place. Classic rock anthems don't really jive with the speakeasy attempt. Also, feels weird to call it a speak easy when it has a sign on the door and you can see the bar from the entrance.",1
5194808,5,"What can I say about Sugarfire? Nothing right now because just saying it makes my mouth water. What an incredible place to eat. I mean, the meat is just phenomenal. Add in the rotating sides that are so different from anywhere else and you've got an absolutely fantastic place to eat. I want to put their coffee bbq sauce on everything. Their brisket is so tender, it's why the phrase ""melts in your mouth"" was invented. Can't recommend highly enough.",1
1042594,4,"I have not really had a full meal here.  mostly just high alcohol beers.  But a few times my friends have gotten the homemade potato chips for the table.  These things are a must! They are so good i call them crack chips!  and i don't normally like a homemade potato chip.  would prefer a fry.   these things have some queso like cheese on them and also blue cheese crubles, bacon and scallions! fantastic! And the deli sandwichs (had a bite of one) also are huge and delicious!",1
3345071,5,What a cute local brewery. Stopped in to get a beer and the people and staff were so friendly. I'm a pumpkin lover so I got the pumpkin ale with a cinnamon sugar rim; what a great way to end my night. There is indoor and outdoor seating. There is a steel roof outside so we sat outside and listened to the rain while we finished our beers. Totally want to come back and try so other beers.,1
6420667,5,"Only the best Mexican food in Brandon/Riverview/Valrico area. Every dish we have ever been served was delicious. Must Haves: Chorizo con Queso Flameado, La Villa Soup, Alambre, Cerrito plate, Jalapeño Enchiladas. I could keep going but I would end up listing the whole menu.",1
3360774,4,"The beer is phenomenal here! I have tried daily wages and hopalong Cassidy both were great!

We have had the fish and chips which were amazing!

On our second trip here we had the Santiago clams which were just ok. The flourless brownie was the highlight of the meal. I would say the food is just a hair overpriced for the quality.

It's a great place to hang out and drink love the vibes!",1
4087761,5,"I have been a Rite-Way customer for many years, beginning with my redo of the heating/cooling systems in my almost-new home 15 years ago. Rite-Way handled that beautifully, and they have maintained my system ever since. Mike Davis is the technician I rely on - he is always reliable, professional, knowledgeable. I count on him to spot areas of concern, make recommendations, and ensure that the systems are operating properly. I'm very happy with their service.",1
1232826,5,"My husband and I came here for dinner last night. We had the best time! The environment is great, the music was good, and the food and drinks were delicious. We both had the Nashville Hot Sandwich. It was served on a brioche style bun and the chicken was perfectly crispy and spicy. I had the Strawberry Fields cocktail. Let me say-- one of the best cocktails I've ever tasted. The bartender was thoughtful in making it, he chilled my class with ice before serving. It's the little things, guys! The bar staff was on point and very attentive to our needs. Overall, we had a great time here! Ended up staying 3 hours enjoying the music. The guy playing was awesome and could play almost anything country-ish. Definitely recommend!",1
6603525,4,"I will be back, I like that it is located next to the martini bar and during happy hour martinis are $5 so order your martini with the sushi beverage waiter. 
They forgot my salmon skin handrolls but I got it..service is slow, but  I like it here and no sushi nazis around, plus you get dessert. so enjoy!",1
4333710,5,"Great food, great customer service and the atmosphere is friendly. I would highly recommended this cafe to anyone who's interested in great tasting healthy food.",1
2697733,5,It's a awesome little coffee shop with great customer service and the fact that they have an enclosed smoking area just adds to the awesomeness! Coffee and cigarettes!,1
2399576,4,"One of my favorite places to go for a drink and a snack at the bar.  We have had dinner there a few times as well.  The staff is always friendly, prompt and helpful.  The cocktails are just delicious, and the food is always unique and flavorful.  Love the atmosphere and entire package!",1
2442478,4,"I was nervous about this place after reading some of the other reviews. Luckily, we had a good experience.  This is a cozy, quiet place with soft jazz background music.  The menu had some different items on it since this is not a chain restaurant.  The date and bacon appetizer was good as well as the salads and soup.  My party all enjoyed their fresh, and well prepared meals.  On Tuesday night wine bottles were half priced even  though they were already reasonably priced.  This is not a place for babies but mature adults that want to enjoy a leisurely paced meal and be able to hear your dinner companion talk.  Yes, we will go back.",1
794362,5,"Love this concept. Love the brews on tap, and bought books while I was there. Best of both worlds. Favorite brew was Augustus Gloop- barrel aged stout.",1
5830596,4,"Did carry out on national pizza day! We had the cauliflower pizza crust pizza. One half California Cobb and the other half roasted garlic chicken. The crust was great, the roasted garlic chicken was also awesome. The California Cobb was too salty and had too much lettuce. We also got a salad and appetizer that were both good too. The appetizer was a pepper dish which was very spicy hot. Will be having the cauliflower crust again",1
4425717,4,"Cute brunch spot! Food was good, 4 stars.  We got the Skillet #1, potatoes were al dente,  not my personal preference, but it is my husband's, good thing because that's what he ordered. I had the chorizo con huevo, it was simple & tasted good.  Waitress forgot a few things, service was average maybe a 3.5 to 4, nice, pleasant, she helped me check in to get our free 1/2 order of sunny puffs, just not the super happy friendly service I expected from the reviews. The puffs though! Delish! Our kid loved the Mickey Mouse pancakes (a little rubbery, she didn't mind it at all), and loved the sausage and the fun beachy tropical theme. I always appreciate a good cup of Coffee.",1
6552723,4,"This place has the most ""loca"" feel I've experienced of any restaurant I've been to in a while during travel.  Will it make you feel slightly out of place and uncomfortable at first?  Sure, but it's worth it.

Tried this place out because of the ridiculous prices at the JW up the street, and there really wasn't another decently reviewed restaurant for a couple miles.

The bartender was friendly enough, food options were minimal, but that's a good thing because it seemed like whatever you chose, you can't go wrong.  Got the half rack of ribs, way better than you'll ever get at a chain restaurant.  You get a salad, baked potato and all you can eat bread and beans.  Margaritas were good, too!",1
493923,4,"I was really impressed with Chickie Wah Wah. I went for a UYE to grab some Taceaux Loceaux from the kitchen and enjoy some bluegrass. I've reviewed the taceauxs before (DELICIOUS) but didn't talk much about the venue itself. It's nice to have a non-smoking venue and the two times I've been there the live music was pretty good if not something I typically listen to. I'd spend more time there but I prefer to hear my companions when we're talking, which isn't always possible since there's a live band playing. The bartender was nice and they have a good selection of drinks. It's really the Taceaux Loceaux that will keep me coming back, but for a bar it's really nice.

PS, it's worth noting that the men's room was spotless. That kind of thing goes a long way when we're talking about a music venue.",1
3546469,4,"Great decor.  The pork sandwich and fires was yummy.  Lots of flavor.  The wings were o.k.  Happy hour is limited $3 draft and $5 wine.  But  no happy hour prices for food.. We sat in the bar area in the window seat.  Great for people watching. The girl bartender was great and gave us the attention we needed. However, next time we will check out the patio area in back.  We are also looking forward to the opening of the rooftop bar that opens in September.",1
4759177,4,"We went to Cantina Feliz on Friday Jan 4. Make sure to make a reservation. It was a busy at 6 when we arrived for our reservation. 

M to F they have happy hour specials from 430 to 630. The margaritas here are outstanding! And they serve out of a tap! I asked the bartender about it and he said they fresh squeeze lime juice and put the margaritas in a mini keg and pressurize. Did mention how good the margaritas are? Delicious!

My wife and shared a few items : traditional Guacamole, spicy tomato ceviche,  carnitas as well as the Tres Leche dessert. Food tasted really good!

Service by our waitress and the table support staff were prompt and courteous. 

If you enjoy Mexican food, definitely try this place out there is a lot of choices. Our meal suggests the rest of the menu is equally as good.",1
3049003,5,"Best childcare option in town! Their nannies are reliable and trustworthy. The office staff is very knowledgeable, as well as the owner. We were very happy with this service and will continue to use them!",1
