,id,meanSentimentRating,textSnippet,sentimentScore
3740,359_1,0.05,"Centenary College, a small Methodist institution in New Jersey, takes its name from the fact that it opened in 1867, the 100th anniversary of American Methodism.",1
3741,359_2,-0.1,Until last fall it had no nickname.,0
3742,359_3,-0.3,Its teams weren't the Lions or the Tigers or the anything.,0
3743,359_4,0.0,So it ran a contest.,1
3744,359_5,0.0,"The most common idea among the 150-odd entries was a play on the college's name: Centennials, Centurions, Centenarians, even Centipedes.",1
3745,359_6,-0.35,"Strict grammarians say that three of those proposals are nouns - Centurions, Centenarians and Centipedes - and thus appropriate as nicknames; but Centennials isn't.",0
3746,359_7,0.35,"In Webster's International and other dictionaries, the preferred use of ''centennial'' is as an adjective, as in centennial celebration.",1
3747,359_8,0.15,The preferred noun is ''centenary.'',1
3748,359_9,0.0,How does all this figure in the larger scheme of things?,1
3749,359_10,0.25,"Well, the 500th anniversary of Columbus's first landing is coming up.",1
3750,359_11,0.2,"Since most people called the 200th anniversary of the Constitution the ''bicentennial,'' it might follow that Columbus's 500th would be the ''quincentennial.''",1
3751,359_12,0.25,But the strict grammarians have seized the high ground this time; the official commission in charge of arranging the festivities calls it the ''quincentenary.'',1
3752,359_13,0.55,"And Centenary College, wisely avoiding the grammatical thicket, eventually settled on Cyclones.",1
3753,360_1,-2.15,To be ignorant about AIDS prevention is to court death.,0
3754,360_2,-1.05,"But while countless television ads tell how to dull a headache and sweeten bad breath, those counseling how to avoid this tragic disease are rare.",0
3755,360_3,-0.1,NBC and ABC have run a few ads advocating condom use; CBS hasn't run any.,0
3756,360_4,0.7,"Finally, however, the three major television networks will broadcast a public service campaign developed by the Advertising Council that will talk about AIDS and condoms.",1
3757,360_5,0.3,"The campaign, which also includes print, radio and transit ads, is aimed at young women and teen-age boys, especially in minority groups - the theory being that the homosexual community is already well informed about AIDS and condom use.",1
3758,360_6,-0.05,CBS says it will run the commercials only after 9 P.M. ABC says it won't limit the time periods and NBC says it hasn't decided on times.,0
3759,360_7,1.2,May all the networks borrow a leaf from Surgeon General C. Everett Koop's book and send this message about condoms and AIDS prevention loud and clear and often.,1
3760,361_1,-0.75,"Czechoslovakia's cheerless Communist boss, Milos Jakes, lacks charisma but not cunning.",0
3761,361_2,-0.8,"He recently told a closed party meeting that the regime erred in jailing the country's best-known dissenter, the playwright Vaclev Havel.",0
3762,361_3,-0.1,"It would be far wiser, he said, to pick on lesser-known figures and so avoid an international uproar over human rights.",0
3763,361_4,-0.3,"His frank remarks, covertly taped, were broadcast several times by Radio Free Europe.",0
3764,361_5,-0.5,"Shamelessly, Mr. Jakes now seeks to prove his point.",0
3765,361_6,-1.6,Ordinary Czechoslovaks brave enough to petition for democratic reforms are subjected to midnight searches and crude threats of arrest.,0
3766,361_7,-0.55,"Last week, with little ado, police detained the editors of the leading undergound newspaper, Lidove Noviny, or People's News.",0
3767,361_8,-1.55,"Jiri Ruml, 64, and Rudolf Zeman, 50, face ominous charges of subversion.",0
3768,361_9,-1.4,"Their real offense is past association with Prague Spring, shorthand for the brief-lived attempt by party reformers in the 1960's to give Communism a human face.",0
3769,361_10,-0.8,"Both lost their jobs after the 1968 Soviet invasion, and worked as laborers until the new paper was founded last year.",0
3770,361_11,0.25,Both belong to the Charter 77 human rights group.,1
3771,361_12,-0.8,It remains for the world to demonstrate whether Mr. Jakes is right in his cynical view of what happens when the state picks on smaller fry.,0
3772,362_1,0.0,How much does it cost to fly from New York City to Detroit on a weekday and back the next day?,1
3773,362_2,-0.4,"It costs about $100 more than flying back and forth twice between New York and Detroit, provided the round trip tickets commit the traveler to stay over a Saturday night.",0
3774,362_3,-0.1,"There's no need to stay through Saturday, however, if one of the round trips begins in New York and the other in Detroit.",0
3775,362_4,0.2,"The traveler leaves New York on, say, a Wednesday, using the first part of one round trip ticket, and returns Thursday using the first part of the second ticket.",1
3776,362_5,1.0,That saves $100 even counting the cost of the unrefundable return tickets.,1
3777,362_6,0.4,Might some clever traveler develop a market in those leftovers?,1
3778,362_7,-0.15,"Perhaps, but the second traveler would have to use the purchaser's name.",0
3779,362_8,-1.35,That's illicit.,0
3780,362_9,-0.25,"Unless, of course, the user of the leftover tickets happens to bear the same name as the original purchaser.",0
3781,362_10,0.2,"Quite logically, if he were a father, that could be his eldest son.",1
3782,362_11,-0.2,In which case there's even a name for the ticket: heir fare.,0
3783,363_1,1.55,All was well at Cape Canaveral yesterday.,1
3784,363_2,1.45,"The shuttle, looking like a huge Taj Mahal, soared off satisfyingly into space.",1
3785,363_3,0.0,"On television, Peter Jennings narrated for ABC, Dan Rather narrated for CBS and Tom Brokaw narrated for NBC.",1
3786,363_7,0.1,With NBC still broadcasting the Olympics it only seems that way.,1
3787,363_8,0.0,"Last weekend he flew from Seoul to Winston-Salem, N.C., for the Presidential debate and then went on to Cape Canaveral.",1
3788,363_9,0.1,TV personalities often broadcast live from the scene.,1
3789,363_10,1.55,"Even so, in recent months, Mr. Brokaw has carried eyewitness news to a new plateau.",1
3790,363_11,0.05,"Last winter he interviewed Mikhail Gorbachev in Moscow and, within days, questioned first Ronald Reagan and then the 12 Presidential candidates in Washington.",1
3791,363_12,0.2,"In the last year or so, he has logged more than 60,000 miles in foreign travel.",1
3792,363_13,-0.25,"Even in an era of instantaneous TV transmission, it's probably inevitable that the networks feel obliged to send the anchors around the globe.",0
3793,363_14,0.65,It's a way to show they take big news seriously.,1
3794,363_15,1.0,"If Frequent Flyer Brokaw, meanwhile, stays attentive to triple mileage bonuses, he could soon reach 190,000 miles and win a real prize: two first-class tickets around the whole world.",1
3795,364_1,1.45,"The most exciting view in New York City is the vista of the East River, lower Manhattan and the Queens and Brooklyn waterfronts from the Roosevelt Island aerial tramway.",1
3796,364_2,0.9,It's yours for $1.25. And it's worth working to preserve.,1
3797,364_4,0.15,The tram's twin cars carry passengers between the urban complexities of Manhattan's Upper East Side and the semi-suburban residential developments on Roosevelt Island.,1
3798,364_5,0.85,"As silent and dependable as the tidal currents, the aerial tram puts a mountain technology to work in a metropolitan setting.",1
3799,364_6,-1.65,Yet now the tramway is in peril.,0
3800,364_7,-0.45,"It came into existence because the 63d Street subway tunnel, planned to cover the same route, was delayed.",0
3801,364_8,0.9,"Now the tunnel is open, allowing Roosevelt Island passengers to reach downtown Manhattan underground on a single fare.",1
3802,364_9,-0.6,"The result has been a drop from 30,000 to 20,000 weekly riders on the tram.",0
3803,364_10,-1.05,The $1.25 million in revenues falls far short of the $1.8 million annual cost.,0
3804,364_11,-0.85,"Since the tram was intended only as an interim subway substitute, cold reason suggests its abandonment.",0
3805,364_12,-0.45,But must so visionary a form of transport be grounded by a subway with no vistas at all?,0
3806,364_13,0.05,"Can't the tram be developed, for instance, as a tourist attraction during the day?",1
3807,364_14,1.45,A ride on the tram lifts the imagination.,1
3808,364_15,0.5,Surely there is an imaginative way to keep it running.,1
3809,365_1,0.15,"In the sole judicial contest in next Thursday's New York primary, two Democratic candidates in the Bronx vie for a countywide seat on New York City's Civil Court.",1
3810,365_2,1.3,"We favor Joseph Cohen, a former Court of Claims judge who served capably from 1973 to 1983 as an Acting State Supreme Court Justice.",1
3811,365_3,-0.85,"His opponent, Housing Court Judge Arthur Scott Jr., was ''disapproved'' for promotion this year by the City Bar Association.",0
3812,365_4,0.0,"Civil Court judges are elected to decide lawsuits involving $25,000 or less.",1
3813,365_5,-0.5,"But because of pressures on the criminal justice system, at least half of them are now reassigned.",0
3814,365_6,-0.2,"Some sit as acting State Supreme Court justices, hearing felony cases or civil cases involving more than $25,000.",0
3815,365_7,0.0,Others serve in the lower Criminal Court.,1
3816,365_8,0.65,"Ideally, all New York courts would be merged into a unified system, as court reformers have urged for years.",1
3817,365_9,0.0,The issue belongs on next year's legislative agenda.,1
3818,366_1,0.6,Rumania refused to join the rest of the Soviet bloc in shunning Israel or boycotting the Olympics; such an independent foreign policy appeals to Washington.,1
3819,366_2,-1.35,"But if Americans could see the Rumanian tyrant Nicolae Ceaucescu at home, they'd like him less.",0
3820,366_3,-0.75,"Soviet leader Mikhail Gorbachev visited him last week, and the two differed, not about foreign policy but about how to respond to hard times at home.",0
3821,366_4,-1.25,Mr. Ceaucescu's method should disabuse anyone of the idea that he's a Communist leader the West can love.,0
3822,366_5,-1.15,He rejects outright Mr. Gorbachev's reforms to increase productivity.,0
3823,366_6,-1.75,The nice word for Rumania's way is austerity; deprivation is more accurate.,0
3824,366_7,-1.3,"To repay foreign debt Mr. Ceaucescu has slashed imports, set harsh limits on energy consumption and instituted policies that brought deep pay cuts.",0
3825,366_8,-1.75,"The result is little heat in winter, food scarcity and living standards depressed even by neighboring Bulgaria's standards.",0
3826,366_9,0.35,No surprise then that Mr. Ceaucescu thinks centralization will do very well in Rumania.,1
3827,366_10,-0.85,"When Mr. Gorbachev called for reform, Rumania's party faithful sat on their hands.",0
3828,366_11,1.5,"When their leader spoke, they applauded loudly.",1
3829,366_12,-1.2,"Considering how Mr. Ceaucescu crushes his people at home, there's no reason for Americans to join in.",0
3830,367_1,1.6,"Proper clinical testing of blood and tissue samples can provide early detection of cancer, heart disease and other life-threatening ailments.",1
3831,367_2,-2.15,But lax oversight of lab performance has led to a frightening level of inaccuracy.,0
3832,367_3,1.0,"Sound legislation proposed by Representative Ron Wyden, an Oregon Democrat, would begin to set higher standards for the $20 billion medical testing industry.",1
3833,367_4,-2.0,"According to recent testimony, careless reading of Pap smears often delays the discovery of cervical cancer, resulting in needless deaths.",0
3834,367_5,-1.15,"The American College of Pathologists says that 1 of every 10 hospital labs falls below an acceptable level of accuracy for platelet counts, which detect leukemia and bone marrow abnormalities.",0
3835,367_6,-0.35,The Federal Government now regulates only a tiny fraction of labs - those that do interstate business and those that receive payments from Medicare and Medicaid.,0
3836,367_7,0.8,New York and a few other states try seriously to police quality.,1
3837,367_8,-0.8,"But even New York doesn't cover labs in doctors' offices, where much testing takes place.",0
3838,367_9,0.1,Congressman Wyden's bill would impose a uniform Federal standard for lab accuracy.,1
3839,367_10,0.05,It would also require mandatory proficiency testing and annual inspections.,1
3840,367_11,1.3,"Millions rely on clinical tests; by swiftly approving the Wyden bill, Congress can provide needed reassurance.",1
3841,368_1,1.05,Managers of the Radio City Rockettes may pat themselves on the back for finally hiring a black dancer to perform with their world famous New York City chorus line.,1
3842,368_2,-0.85,Others wonder what took them so long.,0
3843,368_3,-0.6,"For years, the music hall defended the Rockettes' resistance to integration as essential to their symmetry -as if the color of the high-kickers' gams were all that makes them prime entertainment for tourists and New Yorkers alike.",0
3844,368_4,1.95,"The Rockettes' art is precision, and the test for precision is talent.",1
3845,368_5,-0.9,Why didn't the city's Human Rights Commission act?,0
3846,368_6,-0.85,"Partly because no one ever filed a complaint that she wasn't hired because of skin color, and partly because the commission gave priority to other discrimination less visible but more pervasive.",0
3847,368_7,-0.75,"Considering the Rockettes' dazzling visibility, it's disappointing that no one kicked loud enough to change the routine before now.",0
3848,369_1,0.4,"The newly appointed Federal ''drug czar'' sits at his desk, putting the finishing touches on a new strategy to stop traffic in addictive substances that can threaten health and life itself.",1
3849,369_2,1.3,"Satisfied with his work, he leans back and lights up a cigarette.",1
3850,369_3,-0.05,A cigarette?,0
3851,369_4,-0.6,"The image that might seem natural actually ought to boggle the mind: nicotine, a substance declared by U.S.",0
3852,369_5,-2.0,"Surgeon General C. Everett Koop to be an addictive drug, kills as many as 300,000 people a year.",0
3853,369_6,-2.0,How could the nation's top drug fighter allow himself this destructive addiction?,0
3854,369_7,0.5,"How indeed - and that is why William Bennett, tapped last week by President-elect George Bush to be the first director of the Office of National Drug Control Policy, now has pledged to give up his two-pack-a-day habit before taking over the job.",1
3855,369_8,0.0,"''You will not have a director of national drug control policy who smokes,'' Mr. Bennett said.",1
3856,369_9,-1.05,''I've been scolded about it and I deserve to be scolded about it.',0
3857,369_10,0.05,He doesn't need scolding so much as support.,1
3858,369_11,-0.35,"Faced with the challenge of leading the Government's war against illegal drugs on limited funds, Mr. Bennett will have to rely a lot on symbolism.",0
3859,369_12,0.5,"Assuming he wins his personal battle with addiction, his tenure as the nation's drug czar is already off to a good start.",1
3860,370_1,-0.55,A colleague who knows about computers has a hard time getting off the phone.,0
3861,370_2,0.3,"Now that one friend after another has bought a home computer, they call her.",1
3862,370_4,-1.25,"They may be accomplished professionals but when confronted by their first DOS (disk operating system) prompt and a 10-pound instruction book in techno-jargon, they panic.",0
3863,370_5,0.05,A co-worker traveling in North Carolina requested long-distance aid to load a program onto a laptop personal computer.,1
3864,370_6,0.1,Her sister in Philadelphia called for the codes to start a graphics program.,1
3865,370_7,0.0,A friend on the West Side of Manhattan needed help to change his on-screen menu.,1
3866,370_8,0.15,"Sometimes, the woman imagines herself as Charlton Heston at the controller's station in the movie ''Airport,'' talking to Karen Black in the cockpit of the runaway 747.",1
3867,370_9,0.2,"''Be very calm,'' she counsels.",1
3868,370_10,-0.05,''Just tell me what's on the screen ...Now listen carefully ...'',0
3869,370_14,0.75,"In a soothing voice, she explains, step by step, how to format a floppy disk.",1
3870,370_17,-0.15,"To a generation reared in the Stone Age of electric typewriters and the ''Bowmar Brain,'' the most important PC peripheral may be a phone.",0
3871,370_18,0.55,And the real meaning of ''user friendly'' has emerged: Be friendly with someone who uses computers.,1
3872,371_1,1.55,"In a victory for common sense, a Federal judge has rebuffed a bid by the Automobile Clubs of New York and New Jersey to roll back tolls on four hectic interstate crossings: the George Washington Bridge, the Bayonne Bridge, the Goethals Bridge and the Outerbridge Crossing.",1
3873,371_2,-0.5,"The auto clubs' lawsuit, repeating one they lost in 1979, challenged the 1987 increase in tolls from $2 to $3.",0
3874,371_3,-1.15,The suit argued that the new round-trip rate was unreasonable because the Port Authority counted PATH train operating losses as a factor in setting it.,0
3875,371_4,1.4,Yet drivers obviously benefit from the trans-Hudson subway line to the extent it reduces bridge and tunnel congestion.,1
3876,371_5,-0.3,"Last month District Judge Milton Pollack upheld the toll rise, noting the spillover effect that would result if PATH service were halted.",0
3877,371_6,-0.95,"''Without PATH,'' the judge bluntly concluded, ''the Port Authority's interstate transporation system would break down completely.''",0
3878,371_7,-0.65,That would hardly serve the interests of the auto clubs.,0
3879,372_1,-0.2,"The recent commotion on a busy Greenwich Village street corner told something about changing American tastes, or at least changing New York tastes.",0
3880,372_2,0.75,At the heart of it was a promotional candy giveaway.,1
3881,372_3,0.65,Festively costumed young people were distributing chocolate bars from large plastic bins.,1
3882,372_4,-1.0,"But for all the commotion, the response was hesitant.",0
3883,372_5,-0.3,The typical taker did not unwrap the candy bar but dropped it discreetly into a shopping bag.,0
3884,372_6,-0.15,"Others mouthed a polite ''No, thank you'' or signaled no with a vigorous shake of the head or pat of the pot.",0
3885,372_7,-1.35,A few dismissed the candy offer vocally: ''Too much sugar.'',0
3886,372_8,-1.05,The candy promoters appear to have misread their market.,0
3887,372_9,-0.55,"For many New Yorkers, to eat a candy bar is to succumb to a half-forbidden, private indulgence, like watching a game show on TV.",0
3888,372_10,-0.25,"Probably the best way to promote a candy bar in New York is to distribute it quietly, in a plain brown wrapper.",0
3889,373_1,1.35,"Thanks to Senator Frank Lautenberg of New Jersey, a former two-pack-a-day man, millions of plane passengers may soon be breathing a lot easier.",1
3890,373_2,1.4,"He led the fight in the Senate to ban smoking on domestic flights, and last week he won it.",1
3891,373_3,1.05,Airlines like the proposal because it will save them maintenance money and seating hassles.,1
3892,373_4,2.25,"Best of all, it will save passengers and personnel from having to breathe secondhand smoke.",1
3893,373_5,-0.75,"Because airplane air is usually the same air continually recycled, there's no such thing as a true non-smoking section.",0
3894,373_6,-1.2,"According to a recent study in the Journal of the American Medical Association, passengers in some nonsmoking seats can actually be exposed to smoke at a level comparable to or higher than that in the smoking section.",0
3895,373_7,0.5,The Lautenberg success is still only a moral victory.,1
3896,373_8,-0.95,"The measure now goes to the House, where it faces strong opposition.",0
3897,373_9,-0.75,"If airline smoking is to be banned, all victims of secondhand smoke will need to breathe fire at their Representatives.",0
3898,374_1,1.35,"West 46th Street between Eighth and Ninth Avenues, known as Restaurant Row for its variety of high-class bistros and cafes lining both sides, has long been one of New York City's better blocks.",1
3899,374_2,1.75,"Now it's better still, thanks to a handsome street renovation that earns an apple for the city's Department of Transportation.",1
3900,374_3,0.6,"The renovation, which extends to 10th Avenue, includes cast-iron lampposts, gray granite curbs and new trees.",1
3901,374_4,0.75,"To better accommodate pedestrian crowds of Broadway theatergoers, the roadway has been narrowed, permitting wider sidewalks.",1
3902,374_5,0.25,Special loading zones have been carved out for trucks and taxis.,1
3903,374_6,1.45,The plan increases pedestrian space without crippling traffic.,1
3904,374_7,1.3,"The $2 million renovation, done two months ahead of schedule, inaugurates a welcome program to transform routine street reconstructions into neighborhood improvements.",1
3905,374_8,0.4,Officials say that amenities like wider sidewalks and historic replica street lights add only about 5 percent to the cost.,1
3906,374_9,1.5,"As 46th Street demonstrates, they add much more to the city's quality of life.",1
3907,375_1,-1.5,Tape-recorded conversations of New York City school officials openly discussing patronage and jobs in District 27 point to the predominance of political cronyism over education in the city's decentralized school system.,0
3908,375_2,0.15,There is an obvious antidote: more parental involvement.,1
3909,375_3,0.75,"A good time for parents to administer it is now, during Open School Week.",1
3910,375_4,0.25,"Each year, schools invite parents in for teacher conferences.",1
3911,375_5,0.6,The idea is for the teacher and parent to discuss the best educational course for the child and to familiarize parents with programs offered by the school.,1
3912,375_6,0.35,"For parents who may be intimidated by the prospect, the United Federation of Teachers has distributed a pamphlet, in English and Spanish, suggesting questions.",1
3913,375_7,0.0,Conferences with teachers may be scheduled from now through Nov. 21.,1
3914,375_8,0.2,Talking to teachers ought to be merely a first step.,1
3915,375_9,-0.25,More informed participation by parents can help check the political favor-trading and corruption that flourish only when no one seems to care.,0
3916,376_1,-1.95,"''Womanize'' is an unattractive verb, evoking rubberize, galvanize, oxidize, personalize and also stigmatize.",0
3917,376_2,-1.7,"Its derivative, ''womanizer,'' is unattractive too, since it conveys nothing of what may attract men to women beyond the utilitarian.",0
3918,376_3,0.15,But suppose there were no such term as ''womanizer.'',1
3919,376_4,0.1,Suppose there were only those ancient but dashing terms like rake and roue and cad.,1
3920,376_5,0.05,"A man known as a rake might have trouble becoming President or even just plain Secretary of Defense, but he'd be seen as having panache.",1
3921,376_6,1.2,He might even be seen as romantic.,1
3922,376_7,-0.05,Consider his predecessors.,0
3923,376_8,-0.45,"In real life, Lord Byron was ''mad, bad and dangerous to know,'' which is why women scrambled for an introduction.",0
3924,376_9,0.7,"In literature, Don Juan, MacHeath and Rhett Butler are only a few of those by whom it was a pleasure to be seduced and abandoned.",1
3925,376_10,0.15,"In the movies, the same sentiment applied to any number of gentlemen played by Errol Flynn, Stewart Granger and James Mason, usually in period dress and almost always astride a horse.",1
3926,376_11,-0.7,"The rake, however, has gone the way of the cloak, sword and feathered cap, and his replacement has no such brio, not when his modern name sounds like the process by which iron rusts.",0
3927,376_12,-0.8,"In ''womanizer'' one sees the debasement of language, and of sexual attraction.",0
3928,377_1,-0.15,"A ""bicephalous"" delegation from the European Community will visit President Bush in April.",0
3929,377_3,-1.25,"This jaw-breaker is more common in zoology than in politics, but the Community has a problem.",0
3930,377_4,0.0,Two heads.,1
3931,377_11,0.0,Jacques Delors is president of the executive commission that manages the Community's affairs in Brussels.,1
3932,377_12,-0.05,"Portugal's Prime Minister, Anibal Cavaco Silva, presides over the Council of Ministers, the countries' delegates who set policy.",0
3933,377_13,-0.25,"The two heads will call on Mr. Bush together but don't want to be called ""two-headed.""",0
3934,377_14,-0.05,"Hence ""bicephalous.""",0
3935,377_15,-0.8,"It is literally correct, yet conveniently leaves most people in the dark.",0
3936,377_16,0.0,Is this the new Europe?,1
3937,378_1,0.3,Sometimes anger serves a social purpose.,1
3938,378_2,-0.45,"That was clearly true in the case of Mitch Snyder, who died last week at the age of 46.",0
3939,378_3,-0.65,His anger about the condition of the homeless in America fueled a national cause.,0
3940,378_4,-1.5,"Throughout his life, Mr. Snyder was a troublemaker.",0
3941,378_5,-1.4,"As a teen-ager, he spent time in reform school for repeatedly vandalizing parking meters.",0
3942,378_6,-1.05,"As an adult, he was imprisoned for auto theft.",0
3943,378_7,1.4,"But when he focused his anger on social injustices, challenging the conscience of indifferent officials, he was extraordinarily effective.",1
3944,378_8,0.15,"His anti-war sentiments led to a hunger strike that, in turn, helped persuade the Reagan Administration to change the name of a nuclear submarine from the Corpus Christi to the U.S.S.",1
3945,378_9,0.0,City of Corpus Christi.,1
3946,378_10,-0.85,Mr. Snyder argued that no warship should be named the ''body of Christ.'',0
3947,378_11,0.85,"As director of Washington's Community for Creative Non-Violence, he engaged in a 51-day fast in 1984, finally persuading President Reagan to turn over an abandoned Federal building for use as a homeless shelter.",1
3948,378_12,-0.7,He often went without food or slept on sidewalks to dramatize the plight of the homeless.,0
3949,378_13,-1.3,Mr. Snyder's confrontational style never lost its rough edges and often turned off converts to his cause.,0
3950,378_14,2.3,"But his capacity for self-sacrifice, and his visionary compassion, set unusually high standards for all who care about decency and dignity for the dispossessed.",1
3951,379_1,-2.4,The recipe in the food section for Zucchini Boats with Herb Stuffing struck one reader with horror.,0
3952,379_2,-0.45,"It was not the prospect of 14 ingredients, 30 minutes in the oven and five more under a broiler.",0
3953,379_3,0.0,It was the prospect of zucchini.,1
3954,379_4,-1.1,"Each winter, the reader forgets how each summer zucchini comes back, as regularly as death and taxes and mosquitoes and mice: the green things that blanket gardens and burden farm stands and that people with vegetable gardens try to palm off on their neighbors.",0
3955,379_5,0.15,In an effort to dispose of the season's zucchini the reader has made pot after pot of ratatouille.,1
3956,379_6,0.0,Loaf after loaf of zucchini bread.,1
3957,379_7,0.05,Pound after pound of linguine with zucchini sauce.,1
3958,379_8,0.05,"She has eaten it baked, fried, raw and in her dreams.",1
3959,379_9,-0.55,But she doesn't make a dent - nothing makes a dent - in the zucchini mountain.,0
3960,379_10,0.1,She recalls that the President has told the world how he feels about broccoli.,1
3961,379_11,0.0,She would like to hear his considered position on zucchini.,1
3962,380_1,-0.9,"New York City's Family Court grapples with some of society's toughest social issues: child abuse, domestic violence, juvenile delinquency and foster care placements.",0
3963,380_2,-1.7,Yet its dilapidated courthouses hardly inspire confidence.,0
3964,380_3,-1.65,"A new study by the Fund for Modern Courts, a watchdog group, documents the sorry state of Family Court facilities in each of the five boroughs.",0
3965,380_4,-1.35,"Faced with a rising caseload, the court has resorted to holding hearings in makeshift courtrooms the size of broom closets, the study notes.",0
3966,380_5,-2.25,"Battered women must sit together with their abusers in crowded, grimy waiting rooms.",0
3967,380_6,-1.65,"Public restrooms are too few, and frequently lack basic amenities.",0
3968,380_7,-1.0,"The fund's disturbing findings send a timely message to City Hall, now preparing a master plan for construction and renovation of courthouses: Don't shortchange Family Court.",0
3969,381_1,2.0,"Three cheers for Chad, whose army is chasing back long-entrenched Libyan invaders.",1
3970,381_2,-0.35,"Fed up with Colonel Qaddafi's endless manipulations and side-switching, his various Chadian victims finally stopped fighting each other long enough to battle the bully.",0
3971,381_3,0.55,The victory isn't yet complete; Libyan troops still occupy the disputed Aozou border strip; but the Chadians now have morale and momentum on their side.,1
3972,381_4,1.25,"Much of the credit for Chad's success belongs to President Hissen Habre, whose daring offensive tactics display lessons he learned years ago fighting as a Libyan-sponsored desert commando.",1
3973,381_5,1.05,Military assistance from France and the United States also helped.,1
3974,381_6,0.0,But it was only when Colonel Qaddafi alienated his latest Chadian protege that a long military stalemate was finally broken.,1
3975,381_7,0.85,"Not for the first time, a just cause has shown itself a formidable factor in the military equation.",1
3976,382_1,-0.15,"Anyone who went out to lunch in New York yesterday knows it's time to haul out the words, as well as the clothing, of winter.",0
3977,382_2,0.0,"Just last week, people were walking around coatless in air so balmy it seemed much warmer than 54 degrees.",1
3978,382_3,-0.45,"One young wit, toying with summer words, insisted that ''It's not the heat but the humidity.''",0
3979,382_4,-0.5,"Yesterday seemed much colder than 32 degrees, and for the first time in months people talked about wind chill.",0
3980,382_5,0.55,Small wonder.,1
3981,382_6,-1.15,Gusts of 45 m.p.h. blew jumbo jets around on runways; by 4 P.M. the wind chill factor had plummeted to the dread milestone of zero.,0
3982,382_8,1.05,Pronouncing such winter words doesn't warm the body one whit but it does seem to warm the spirit.,1
3983,382_9,-0.2,"Caught in the icy blast, the dazed pedestrian can at least seek comfort in calibrations of courage, as if to say: Mere temperature does not convey how much I endured.",0
3984,382_10,-0.2,"Why, the wind chill factor was ...",0
3985,382_11,0.0,"Yes, the wind chill factor describes the rate of heat removal from the body by wind and cold.",1
3986,382_14,0.3,But it also measures the need for self-congratulation.,1
3987,382_15,0.25,The wind chill factor offers a sure form of relief from cold wind: hot air.,1
3988,383_1,-0.3,A New York woman tells a cautionary tale of jury service: She sat one day without being called.,0
3989,383_2,0.1,"Next day she was among those selected for examination to serve on a jury, but the group was excused for the weekend.",1
3990,383_3,-0.4,She went to Boston to visit a sick relative.,0
3991,383_4,0.2,The following Monday she dutifully flew back on a 6 A.M. flight.,1
3992,383_5,-0.2,No judge was available so the potential jurors were dismissed for the day.,0
3993,383_6,0.05,Tuesday the judge arrived after noon and presided over the picking of the jury.,1
3994,383_7,0.0,On Wednesday the judge had to sit for other cases so the jurors were told to report Thursday.,1
3995,383_8,-0.6,"They did, and were told that the judge had to stay with a complex case that might drag into Friday.",0
3996,383_9,0.5,The jurors were given a long weekend off.,1
3997,383_10,0.0,"On Monday they, the lawyers and some witnesses sat until lunchtime waiting for the trial to begin.",1
3998,383_11,0.1,"After lunch, newspaper reading and recipe exchanging, the jurors were excused for the day.",1
3999,383_12,0.35,"Tuesday they assembled again, primed for the trial.",1
4000,383_13,0.45,"The judge informed them that since the case was complicated and their normal two weeks of duty had almost been used up anyway, he would select a new jury and dismiss them with the thanks of the court.",1
4001,383_14,-0.55,"Justice had not yet been served, the New York woman reflects, but time had.",0
4002,384_1,-0.15,"When it comes to spending the money, the Americans who win state lotteries are like peas in the pod.",0
4003,384_2,0.3,"If they have children, they put it toward college educations.",1
4004,384_3,-0.05,"If they only rent a home, they want to buy one.",0
4005,384_4,-0.1,"If they have one car, they buy another.",0
4006,384_5,0.2,"If they've never traveled, they take a trip.",1
4007,384_6,-0.5,"Scatter your dollars while you may is, it seems, the American way.",0
4008,384_7,-0.35,"If a man named Jimmy Anderson signifies the norm, however, it is not the British way.",0
4009,384_8,1.05,"Mr. Anderson, according to a recent magazine article, won more than $3 million in the football pools, but he isn't letting the money go to his fingers.",1
4010,384_9,0.3,"''These figures are unbelievable,'' he crowed.",1
4011,384_10,1.2,''Now my wife can have her new fridge!'',1
4012,385_1,-0.1,Americans worried about losing out to Japan can take heart.,0
4013,385_2,1.45,"Last weekend an American won the prized Emperor's Cup in Japanese sumo wrestling, and Americans were named Most Valuable Player in both Japanese baseball leagues.",1
4014,385_3,-0.3,For Americans to excel at baseball may seem unremarkable.,0
4015,385_4,1.5,"But considering the uneven success of U.S. players adapting to the Japanese game, the unprecedented American sweep is one for the books.",1
4016,385_5,1.1,"So caps off to the outfielder Ralph Bryant, a former Los Angeles Dodger who plays for the Kintetsu Buffaloes in Japan's Pacific League, and the ex-Montreal Expo outfielder Warren Cromartie of the Yomiuri Giants, in the Central League.",1
4017,385_6,0.4,More astonishing is American supremacy in the ancient Japanese ritual of sumo wrestling.,1
4018,385_7,0.45,"The winner was Yasokichi Konishikie, 26 years old, a Samoan-American from Hawaii.",1
4019,385_8,0.3,"At 496 pounds he's heavy even by sumo standards, but despite appearances, heft is less important to a sumo victory than speed, agility and craftiness.",1
4020,385_9,0.05,"Mr. Konishikie, who endured much public harassment as an intruder in an art that is profoundly Japanese, finished off his final opponent in a swift 20 seconds of grappling.",1
4021,385_10,-0.45,That's the sort of Japan-bashing that all can approve.,0
4022,385_11,1.45,And even the Japanese cheered.,1
4023,386_1,-1.9,Chrysler got caught by a Federal grand jury with its monkey wrench on the odometer.,0
